item,suite,condition,sentence,targets,competitors,l_maze,critical_region,region_number,freqlog10,len
6018,NPL-ever-src,neg_neg,No secretary that hated no officers has ever gotten old,No|secretary|that|hated|no|officers|has|ever|gotten|old,x-x-x|polmetary|yes|width|via|uscicers|har|icer|surely|dad,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.10037054511756|4.15691242570002|1.11394335230684|3.14550717140966|2.30102999566398|3.5219222448835|2.50105926221775|0.903089986991944|2.82542611776782,2|9|4|5|2|8|3|4|6|3
6018,NPL-ever-src,neg_pos,No secretary that hated the officers has ever gotten old,No|secretary|that|hated|the|officers|has|ever|gotten|old,x-x-x|polmetary|yes|width|into|uscicers|har|icer|surely|dad,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.10037054511756|4.15691242570002|1.11394335230684|5.11650480266873|2.30102999566398|3.5219222448835|2.50105926221775|0.903089986991944|2.82542611776782,2|9|4|5|3|8|3|4|6|3
6018,NPL-ever-src,pos_neg,The secretary that hated no officers has ever gotten old,The|secretary|that|hated|no|officers|has|ever|gotten|old,x-x-x|polmetary|yes|width|via|uscicers|har|icer|surely|dad,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.10037054511756|4.15691242570002|1.11394335230684|3.14550717140966|2.30102999566398|3.5219222448835|2.50105926221775|0.903089986991944|2.82542611776782,3|9|4|5|2|8|3|4|6|3
6018,NPL-ever-src,pos_pos,The secretary that hated the officers has ever gotten old,The|secretary|that|hated|the|officers|has|ever|gotten|old,x-x-x|polmetary|yes|width|into|uscicers|har|icer|surely|dad,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.10037054511756|4.15691242570002|1.11394335230684|5.11650480266873|2.30102999566398|3.5219222448835|2.50105926221775|0.903089986991944|2.82542611776782,3|9|4|5|3|8|3|4|6|3
6019,NPL-ever-src,neg_neg,No executive that discussed no teachers has ever been popular,No|executive|that|discussed|no|teachers|has|ever|been|popular,x-x-x|ematutile|cent|discecked|gone|leechers|dad|ixer|boun|sagular,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.13033376849501|4.15691242570002|1.90848501887865|3.14550717140966|1.65321251377534|3.5219222448835|2.50105926221775|3.51375015008182|2.56229286445647,2|9|4|9|2|8|3|4|4|7
6019,NPL-ever-src,neg_pos,No executive that discussed the teachers has ever been popular,No|executive|that|discussed|the|teachers|has|ever|been|popular,x-x-x|ematutile|cent|discecked|else|leechers|dad|ixer|boun|sagular,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.13033376849501|4.15691242570002|1.90848501887865|5.11650480266873|1.65321251377534|3.5219222448835|2.50105926221775|3.51375015008182|2.56229286445647,2|9|4|9|3|8|3|4|4|7
6019,NPL-ever-src,pos_neg,The executive that discussed no teachers has ever been popular,The|executive|that|discussed|no|teachers|has|ever|been|popular,x-x-x|ematutile|cent|discecked|gone|leechers|dad|ixer|boun|sagular,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.13033376849501|4.15691242570002|1.90848501887865|3.14550717140966|1.65321251377534|3.5219222448835|2.50105926221775|3.51375015008182|2.56229286445647,3|9|4|9|2|8|3|4|4|7
6019,NPL-ever-src,pos_pos,The executive that discussed the teachers has ever been popular,The|executive|that|discussed|the|teachers|has|ever|been|popular,x-x-x|ematutile|cent|discecked|else|leechers|dad|ixer|boun|sagular,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.13033376849501|4.15691242570002|1.90848501887865|5.11650480266873|1.65321251377534|3.5219222448835|2.50105926221775|3.51375015008182|2.56229286445647,3|9|4|9|3|8|3|4|4|7
6020,NPL-ever-src,neg_neg,No authors that loved no officer have ever been famous,No|authors|that|loved|no|officer|have|ever|been|famous,x-x-x|aublars|ha|loffs|i|uscicer|yeah|ider|fact|united,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.99122607569249|4.15691242570002|1.6232492903979|3.14550717140966|2.22530928172586|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,2|7|4|5|2|7|4|4|4|6
6020,NPL-ever-src,neg_pos,No authors that loved the officer have ever been famous,No|authors|that|loved|the|officer|have|ever|been|famous,x-x-x|aublars|ha|loffs|your|uscicer|yeah|ider|fact|united,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.99122607569249|4.15691242570002|1.6232492903979|5.11650480266873|2.22530928172586|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,2|7|4|5|3|7|4|4|4|6
6020,NPL-ever-src,pos_neg,The authors that loved no officer have ever been famous,The|authors|that|loved|no|officer|have|ever|been|famous,x-x-x|aublars|ha|loffs|i|uscicer|yeah|ider|fact|united,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.99122607569249|4.15691242570002|1.6232492903979|3.14550717140966|2.22530928172586|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,3|7|4|5|2|7|4|4|4|6
6020,NPL-ever-src,pos_pos,The authors that loved the officer have ever been famous,The|authors|that|loved|the|officer|have|ever|been|famous,x-x-x|aublars|ha|loffs|your|uscicer|yeah|ider|fact|united,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.99122607569249|4.15691242570002|1.6232492903979|5.11650480266873|2.22530928172586|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,3|7|4|5|3|7|4|4|4|6
6021,NPL-ever-src,neg_neg,No pilots that liked no teacher have ever had children,No|pilots|that|liked|no|teacher|have|ever|had|children,x-x-x|pirats|hear|loves|yeah|foucher|mave|irer|damn|chigshen,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.66275783168157|4.15691242570002|1.7160033436348|3.14550717140966|1.88649072517248|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,2|6|4|5|2|7|4|4|3|8
6021,NPL-ever-src,neg_pos,No pilots that liked the teacher have ever had children,No|pilots|that|liked|the|teacher|have|ever|had|children,x-x-x|pirats|hear|loves|am|foucher|mave|irer|damn|chigshen,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.66275783168157|4.15691242570002|1.7160033436348|5.11650480266873|1.88649072517248|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,2|6|4|5|3|7|4|4|3|8
6021,NPL-ever-src,pos_neg,The pilots that liked no teacher have ever had children,The|pilots|that|liked|no|teacher|have|ever|had|children,x-x-x|pirats|hear|loves|yeah|foucher|mave|irer|damn|chigshen,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.66275783168157|4.15691242570002|1.7160033436348|3.14550717140966|1.88649072517248|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,3|6|4|5|2|7|4|4|3|8
6021,NPL-ever-src,pos_pos,The pilots that liked the teacher have ever had children,The|pilots|that|liked|the|teacher|have|ever|had|children,x-x-x|pirats|hear|loves|am|foucher|mave|irer|damn|chigshen,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.66275783168157|4.15691242570002|1.7160033436348|5.11650480266873|1.88649072517248|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,3|6|4|5|3|7|4|4|3|8
6022,NPL-ever-src,neg_neg,No doctors that met no senator have ever been appreciated,No|doctors|that|met|no|senator|have|ever|been|appreciated,x-x-x|puctors|yeah|tet|us|ponatar|dad|icer|soul|countryside,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.38021124171161|4.15691242570002|2.40483371661994|3.14550717140966|1.65321251377534|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,2|7|4|3|2|7|4|4|4|11
6022,NPL-ever-src,neg_pos,No doctors that met the senator have ever been appreciated,No|doctors|that|met|the|senator|have|ever|been|appreciated,x-x-x|puctors|yeah|tet|them|ponatar|dad|icer|soul|countryside,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.38021124171161|4.15691242570002|2.40483371661994|5.11650480266873|1.65321251377534|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,2|7|4|3|3|7|4|4|4|11
6022,NPL-ever-src,pos_neg,The doctors that met no senator have ever been appreciated,The|doctors|that|met|no|senator|have|ever|been|appreciated,x-x-x|puctors|yeah|tet|us|ponatar|dad|icer|soul|countryside,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.38021124171161|4.15691242570002|2.40483371661994|3.14550717140966|1.65321251377534|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,3|7|4|3|2|7|4|4|4|11
6022,NPL-ever-src,pos_pos,The doctors that met the senator have ever been appreciated,The|doctors|that|met|the|senator|have|ever|been|appreciated,x-x-x|puctors|yeah|tet|them|ponatar|dad|icer|soul|countryside,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.38021124171161|4.15691242570002|2.40483371661994|5.11650480266873|1.65321251377534|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,3|7|4|3|3|7|4|4|4|11
6023,NPL-ever-src,neg_neg,No farmers that hated no consultant have ever been ignored,No|farmers|that|hated|no|consultant|have|ever|been|ignored,x-x-x|fireers|yes|essay|am|connoilant|hame|ixer|van|easiest,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.64345267648619|4.15691242570002|1.11394335230684|3.14550717140966|1.30102999566398|3.54045461367141|2.50105926221775|3.51375015008182|1.56820172406699,2|7|4|5|2|10|4|4|4|7
6023,NPL-ever-src,neg_pos,No farmers that hated the consultant have ever been ignored,No|farmers|that|hated|the|consultant|have|ever|been|ignored,x-x-x|fireers|yes|essay|them|connoilant|hame|ixer|van|easiest,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.64345267648619|4.15691242570002|1.11394335230684|5.11650480266873|1.30102999566398|3.54045461367141|2.50105926221775|3.51375015008182|1.56820172406699,2|7|4|5|3|10|4|4|4|7
6023,NPL-ever-src,pos_neg,The farmers that hated no consultant have ever been ignored,The|farmers|that|hated|no|consultant|have|ever|been|ignored,x-x-x|fireers|yes|essay|am|connoilant|hame|ixer|van|easiest,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.64345267648619|4.15691242570002|1.11394335230684|3.14550717140966|1.30102999566398|3.54045461367141|2.50105926221775|3.51375015008182|1.56820172406699,3|7|4|5|2|10|4|4|4|7
6023,NPL-ever-src,pos_pos,The farmers that hated the consultant have ever been ignored,The|farmers|that|hated|the|consultant|have|ever|been|ignored,x-x-x|fireers|yes|essay|them|connoilant|hame|ixer|van|easiest,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.64345267648619|4.15691242570002|1.11394335230684|5.11650480266873|1.30102999566398|3.54045461367141|2.50105926221775|3.51375015008182|1.56820172406699,3|7|4|5|3|10|4|4|4|7
6024,NPL-ever-src,neg_neg,No managers that respected no guard have ever gotten old,No|managers|that|respected|no|guard|have|ever|gotten|old,x-x-x|sunacers|holy|nightmare|yeah|guoys|hase|ider|wetten|sun,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.30102999566398|4.15691242570002|1.43136376415899|3.14550717140966|2.02530586526477|3.54045461367141|2.50105926221775|0.903089986991944|2.82542611776782,2|8|4|9|2|5|4|4|6|3
6024,NPL-ever-src,neg_pos,No managers that respected the guard have ever gotten old,No|managers|that|respected|the|guard|have|ever|gotten|old,x-x-x|sunacers|holy|nightmare|ha|guoys|hase|ider|wetten|sun,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.30102999566398|4.15691242570002|1.43136376415899|5.11650480266873|2.02530586526477|3.54045461367141|2.50105926221775|0.903089986991944|2.82542611776782,2|8|4|9|3|5|4|4|6|3
6024,NPL-ever-src,pos_neg,The managers that respected no guard have ever gotten old,The|managers|that|respected|no|guard|have|ever|gotten|old,x-x-x|sunacers|holy|nightmare|yeah|guoys|hase|ider|wetten|sun,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.30102999566398|4.15691242570002|1.43136376415899|3.14550717140966|2.02530586526477|3.54045461367141|2.50105926221775|0.903089986991944|2.82542611776782,3|8|4|9|2|5|4|4|6|3
6024,NPL-ever-src,pos_pos,The managers that respected the guard have ever gotten old,The|managers|that|respected|the|guard|have|ever|gotten|old,x-x-x|sunacers|holy|nightmare|ha|guoys|hase|ider|wetten|sun,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.30102999566398|4.15691242570002|1.43136376415899|5.11650480266873|2.02530586526477|3.54045461367141|2.50105926221775|0.903089986991944|2.82542611776782,3|8|4|9|3|5|4|4|6|3
6025,NPL-ever-src,neg_neg,No customers that loved no clerk have ever been popular,No|customers|that|loved|no|clerk|have|ever|been|popular,x-x-x|cettowers|thot|loffs|i|pulse|cent|irer|ha|awesome,FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.30102999566398|4.15691242570002|1.6232492903979|3.14550717140966|1.14612803567824|3.54045461367141|2.50105926221775|3.51375015008182|2.56229286445647,2|9|4|5|2|5|4|4|4|7
6025,NPL-ever-src,neg_pos,No customers that loved the clerk have ever been popular,No|customers|that|loved|the|clerk|have|ever|been|popular,x-x-x|cettowers|thot|loffs|does|pulse|cent|irer|ha|awesome,FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.30102999566398|4.15691242570002|1.6232492903979|5.11650480266873|1.14612803567824|3.54045461367141|2.50105926221775|3.51375015008182|2.56229286445647,2|9|4|5|3|5|4|4|4|7
6025,NPL-ever-src,pos_neg,The customers that loved no clerk have ever been popular,The|customers|that|loved|no|clerk|have|ever|been|popular,x-x-x|cettowers|thot|loffs|i|pulse|cent|irer|ha|awesome,FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.30102999566398|4.15691242570002|1.6232492903979|3.14550717140966|1.14612803567824|3.54045461367141|2.50105926221775|3.51375015008182|2.56229286445647,3|9|4|5|2|5|4|4|4|7
6025,NPL-ever-src,pos_pos,The customers that loved the clerk have ever been popular,The|customers|that|loved|the|clerk|have|ever|been|popular,x-x-x|cettowers|thot|loffs|does|pulse|cent|irer|ha|awesome,FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.30102999566398|4.15691242570002|1.6232492903979|5.11650480266873|1.14612803567824|3.54045461367141|2.50105926221775|3.51375015008182|2.56229286445647,3|9|4|5|3|5|4|4|4|7
6026,NPL-ever-src,neg_neg,No officers that liked no architect have ever been famous,No|officers|that|liked|no|architect|have|ever|been|famous,x-x-x|uscicers|god|loked|am|arquitome|sale|icer|mom|forget,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.30102999566398|4.15691242570002|1.7160033436348|3.14550717140966|1.64345267648619|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,2|8|4|5|2|9|4|4|4|6
6026,NPL-ever-src,neg_pos,No officers that liked the architect have ever been famous,No|officers|that|liked|the|architect|have|ever|been|famous,x-x-x|uscicers|god|loked|ago|arquitome|sale|icer|mom|forget,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|2.30102999566398|4.15691242570002|1.7160033436348|5.11650480266873|1.64345267648619|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,2|8|4|5|3|9|4|4|4|6
6026,NPL-ever-src,pos_neg,The officers that liked no architect have ever been famous,The|officers|that|liked|no|architect|have|ever|been|famous,x-x-x|uscicers|god|loked|am|arquitome|sale|icer|mom|forget,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.30102999566398|4.15691242570002|1.7160033436348|3.14550717140966|1.64345267648619|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,3|8|4|5|2|9|4|4|4|6
6026,NPL-ever-src,pos_pos,The officers that liked the architect have ever been famous,The|officers|that|liked|the|architect|have|ever|been|famous,x-x-x|uscicers|god|loked|ago|arquitome|sale|icer|mom|forget,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|2.30102999566398|4.15691242570002|1.7160033436348|5.11650480266873|1.64345267648619|3.54045461367141|2.50105926221775|3.51375015008182|2.06818586174616,3|8|4|5|3|9|4|4|4|6
6027,NPL-ever-src,neg_neg,No teachers that met no athlete have ever had children,No|teachers|that|met|no|athlete|have|ever|had|children,x-x-x|leechers|thut|tet|us|arelene|god|ixer|i|republic,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.65321251377534|4.15691242570002|2.40483371661994|3.14550717140966|1.54406804435028|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,2|8|4|3|2|7|4|4|3|8
6027,NPL-ever-src,neg_pos,No teachers that met the athlete have ever had children,No|teachers|that|met|the|athlete|have|ever|had|children,x-x-x|leechers|thut|tet|else|arelene|god|ixer|i|republic,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.65321251377534|4.15691242570002|2.40483371661994|5.11650480266873|1.54406804435028|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,2|8|4|3|3|7|4|4|3|8
6027,NPL-ever-src,pos_neg,The teachers that met no athlete have ever had children,The|teachers|that|met|no|athlete|have|ever|had|children,x-x-x|leechers|thut|tet|us|arelene|god|ixer|i|republic,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.65321251377534|4.15691242570002|2.40483371661994|3.14550717140966|1.54406804435028|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,3|8|4|3|2|7|4|4|3|8
6027,NPL-ever-src,pos_pos,The teachers that met the athlete have ever had children,The|teachers|that|met|the|athlete|have|ever|had|children,x-x-x|leechers|thut|tet|else|arelene|god|ixer|i|republic,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.65321251377534|4.15691242570002|2.40483371661994|5.11650480266873|1.54406804435028|3.54045461367141|2.50105926221775|3.75648396444261|2.71264970162721,3|8|4|3|3|7|4|4|3|8
6028,NPL-ever-src,neg_neg,No senators that hated no actor have ever been appreciated,No|senators|that|hated|no|actor|have|ever|been|appreciated,x-x-x|senalist|yeah|taled|into|abbor|god|ider|ha|encruhiated,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.34242268082221|4.15691242570002|1.11394335230684|3.14550717140966|2.24797326636181|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,2|8|4|5|2|5|4|4|4|11
6028,NPL-ever-src,neg_pos,No senators that hated the actor have ever been appreciated,No|senators|that|hated|the|actor|have|ever|been|appreciated,x-x-x|senalist|yeah|taled|how|abbor|god|ider|ha|encruhiated,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,3.14550717140966|1.34242268082221|4.15691242570002|1.11394335230684|5.11650480266873|2.24797326636181|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,2|8|4|5|3|5|4|4|4|11
6028,NPL-ever-src,pos_neg,The senators that hated no actor have ever been appreciated,The|senators|that|hated|no|actor|have|ever|been|appreciated,x-x-x|senalist|yeah|taled|into|abbor|god|ider|ha|encruhiated,FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|9|9,5.11650480266873|1.34242268082221|4.15691242570002|1.11394335230684|3.14550717140966|2.24797326636181|3.54045461367141|2.50105926221775|3.51375015008182|1.32221929473392,3|8|4|5|2|5|4|4|4|11
